departamento,anio,sexo,Fuerza de trabajo,Fuerza de trabajo potencial,Poblacion desocupada,Poblacion en edad de trabajar (PET),Poblacion fuera de la fuerza de trabajo,Poblacion ocupada,Poblacion subocupada,Poblacion total,Porcentaje poblacion en edad de trabajar,Tasa Global de Participacion (TGP),Tasa de Desocupacion (TD),Tasa de Ocupacion (TO),Tasa de Subocupacion (TS)
Caldas,2021,mujeres,175.015,21.524,28.053,433.612,258.597,146.961,8.581,530.487,81.73850372,40.362026912,16.029090679,33.892361018,4.902977576
Caldas,2021,total,465.916,27.441,56.226,829.031,363.116,409.69,21.502,1027.199,80.707978803,56.200025412,12.067780494,49.417929708,4.61509549
Caldas,2022,hombres,292.746,7.414,23.054,399.32,106.575,269.692,13.723,500.846,79.729155027,73.310972654,7.87515561,67.537619478,4.687540825
Caldas,2022,mujeres,193.672,24.656,30.108,438.288,244.616,163.565,9.668,535.463,81.85218386,44.188376387,15.545680415,37.318992613,4.991774676
Caldas,2022,total,486.418,32.071,53.162,837.608,351.19,433.256,23.39,1036.309,80.826127737,58.072251615,10.92925304,51.72538829,4.808674626
Caldas,2023,hombres,297.845,9.897,25.811,403.657,105.812,272.034,11.888,505.506,79.852042567,73.786613077,8.665802105,67.392411208,3.991370172
Caldas,2023,mujeres,190.805,24.054,21.936,443.338,252.533,168.869,10.097,540.889,81.96466494,43.038259052,11.496336339,38.090436037,5.292037257
Caldas,2023,total,488.649,33.951,47.746,846.994,358.345,440.903,21.986,1046.394,80.944071997,57.692169738,9.771051592,52.055038069,4.499246605
Caldas,2024,hombres,297.327,10.23,24.047,408.694,111.367,273.28,7.612,510.036,80.130360058,72.750597253,8.087705012,66.866743553,2.560267421
Caldas,2024,mujeres,192.624,19.536,21.881,449.205,256.581,170.743,7.612,546.146,82.250062445,42.881166361,11.359475579,38.01009074,3.951973149
Caldas,2024,total,489.952,29.766,45.928,857.899,367.947,444.023,15.225,1056.182,81.226446208,57.110641035,9.374001195,51.757088862,3.107416352
Caldas,2025,hombres,304.618,10.889,23.629,413.198,108.58,280.989,14.452,514.528,80.306212833,73.722062392,7.756874413,68.003534598,4.74416349
Caldas,2025,mujeres,210.143,28.004,23.241,454.387,244.244,186.902,8.822,551.335,82.415777108,46.247551472,11.059729497,41.13269738,4.19833498
Caldas,2025,total,514.761,38.892,46.87,867.584,352.824,467.891,23.274,1065.862,81.397419257,59.332623986,9.105211816,53.930262896,4.52133779
Caldas,2026,hombres,311.909,11.547999999999998,23.211000000000002,417.70199999999994,105.79299999999999,288.698,21.292,519.02,80.48206560800001,74.693527531,7.426043814,69.140325643,6.928059559
Caldas,2026,mujeres,227.662,36.472,24.601,459.569,231.90699999999998,203.06099999999998,10.031999999999998,556.5240000000001,82.581491771,49.613936583,10.759983414999999,44.255304020000004,4.444696811
Caldas,2026,total,539.5699999999999,48.01800000000001,47.812,877.2689999999999,337.701,491.759,31.323,1075.5420000000001,81.56839230599999,61.554606937,8.836422437000001,56.10343693,5.935259228
Caqueta,2007,hombres,101.134573,0.0,8.471405,126.397,25.262427,92.663168,7.428273,196.49,64.327446689,80.013428293,8.376368614,73.311208598,7.344939475
Caqueta,2007,mujeres,47.082964,0.0,7.559138,121.085,74.00203599999999,39.523826,3.445978,187.578,64.551813112,38.884225458,16.054932566,32.641389282,7.318948897
Caqueta,2007,total,148.21753700000002,0.0,16.030542999999998,247.482,99.264463,132.186995,10.874251000000001,384.068,64.437026777,59.890229332,10.815550641,53.412771249,7.336683276
Caqueta,2008,hombres,101.783788,0.0,9.738093000000001,127.8,26.016212,92.04569500000001,4.772258,197.586,64.680696001,79.64302673,9.567430537,72.02323547,4.688622651
Caqueta,2008,mujeres,44.103221,0.0,6.073689,122.778,78.674779,38.029531999999996,2.886269,188.736,65.052772126,35.921110811,13.771531829,30.974223602,6.544349316
Caqueta,2008,total,145.88701,0.0,15.811782,250.578,104.69099,130.075227,7.658527,386.322,64.862472238,58.220198737,10.838375844,51.910074781,5.2496289
Caqueta,2009,hombres,102.655211,0.0,10.426214,129.165,26.509789,92.228997,4.841719,198.607,65.035472063,79.476027784,10.156536593,71.404015939,4.716486083
Caqueta,2009,mujeres,47.164284,0.0,9.583219999999999,124.446,77.281716,37.581064,2.0693099999999998,189.875,65.541013825,37.899397347,20.318808358,30.198691431,4.387450591
Caqueta,2009,total,149.819495,0.0,20.009435,253.611,103.791505,129.810061,6.911028,388.482,65.282561354,59.074525675,13.355694825,51.184712306,4.612903279
Caqueta,2010,hombres,104.18274000000001,0.0,10.414959999999999,130.513,26.33026,93.76778,6.657806,199.574,65.395793039,79.82556522,9.996818914,71.845548019,6.390507658
Caqueta,2010,mujeres,49.429603,0.0,8.720844999999999,126.104,76.674397,40.708759,2.665622,191.011,66.019234494,39.197490511,17.642958816,32.281893404,5.392765268
Caqueta,2010,total,153.61234299999998,0.0,19.135804,256.617,103.00465700000001,134.476539,9.323428,390.585,65.70067975,59.860548354,12.45720494,52.403597167,6.069452659
Caqueta,2011,hombres,106.290506,0.0,8.986593999999998,131.837,25.546494,97.303912,6.460893,200.476,65.761986472,80.622667313,8.454747567,73.806224309,6.078522915
Caqueta,2011,mujeres,49.58841,0.0,8.350029000000001,127.708,78.11959,41.238381999999994,3.0763000000000003,192.087,66.484457564,38.82952548,16.838670228,32.291149733,6.20366741
Caqueta,2011,total,155.878916,0.0,17.336623,259.545,103.666084,138.542293,9.537192999999998,392.563,66.11550248,60.058531779,11.121852315,53.378910572,6.11833405
Caqueta,2012,hombres,106.199968,0.0,8.455289,133.11,26.910031999999998,97.744679,5.580701,201.261,66.137999911,79.783613378,7.961667712,73.431507193,5.254899401
Caqueta,2012,mujeres,50.644584,0.0,7.672218,129.237,78.592416,42.972366,3.159396,193.079,66.934777992,39.18737192,15.149138517,33.250822667,6.238368287
Caqueta,2012,total,156.844552,0.0,16.127507,262.347,105.502448,140.717045,8.740097,394.34,66.52812294,59.78515158,10.28247812,53.63775645,5.572458232
Caqueta,2013,hombres,107.01665,0.0,7.62251,134.359,27.34235,99.39414,5.810663,201.913,66.543016051,79.649781509,7.122733114,73.976540146,5.429681107
Caqueta,2013,mujeres,46.349951000000004,0.0,6.302557,130.711,84.361049,40.047394,2.94694,193.989,67.380624675,35.459870344,13.597763522,30.638121029,6.358022179
Caqueta,2013,total,153.366601,0.0,13.925066999999999,265.07,111.703399,139.44153400000002,8.757603,395.902,66.953437972,57.858905596,9.079595566,52.605550969,5.710241301
Caqueta,2014,hombres,108.025175,0.0,6.722299,135.58,27.554825,101.302877,7.452604,202.474,66.961683969,79.67633516,6.222900051,74.718156458,6.898951212
Caqueta,2014,mujeres,53.047985,0.0,6.926323999999999,132.161,79.113015,46.121661,4.241817,194.87,67.820085185,40.138910189,13.056714737,34.898087187,7.996188726
Caqueta,2014,total,161.07316,0.0,13.648622999999999,267.741,106.66784,147.424538,11.694421,397.344,67.382670935,60.160065251,8.473554964,55.062369056,7.26031644
Caqueta,2015,hombres,110.18833000000001,0.0,6.5444510000000005,136.776,26.58767,103.643879,9.653438,202.95,67.393939394,80.56115837,5.939332506,75.776363304,8.760853128
Caqueta,2015,mujeres,55.273087,0.0,6.90908,133.61,78.336913,48.364007,5.522234999999999,195.734,68.261007285,41.368974518,12.499899208,36.197894399,9.990819955
Caqueta,2015,total,165.46141699999998,0.0,13.453531000000002,270.386,104.924583,152.00788500000002,15.175672,398.684,67.819626571,61.194520731,8.13091759,56.218844681,9.171728755
Caqueta,2016,hombres,114.880126,0.0,6.429984,137.963,23.082874,108.45014200000001,10.27116,203.366,67.839756892,83.268793685,5.597124952,78.608135256,8.940762776
Caqueta,2016,mujeres,62.181991000000004,0.0,7.881395,135.062,72.880009,54.300595,5.70441,196.583,68.704821882,46.039589638,12.674723498,40.204198952,9.173733407
Caqueta,2016,total,177.062116,0.0,14.31138,273.025,95.962884,162.750737,15.97557,399.949,68.264953782,64.851979265,8.082688634,59.610195708,9.022579135
Caqueta,2017,hombres,113.45616,0.0,6.987411,139.088,25.63184,106.468749,9.789884,203.713,68.276447748,81.571493995,6.158688124,76.547760081,8.628781537
Caqueta,2017,mujeres,59.408877000000004,0.0,7.856435,136.466,77.057123,51.552443,4.892881,197.395,69.13346336,43.533830663,13.224344427,37.776766954,8.235943131
Caqueta,2017,total,172.865037,0.0,14.843846,275.554,102.688963,158.021191,14.682765999999999,401.108,68.698205969,62.733633669,8.586956536,57.346723812,8.493773966
Caqueta,2018,hombres,115.058689,0.0,7.839516,140.205,25.146311,107.219173,10.023361000000001,203.777,68.803152466,82.064612164,6.813493436,76.473145201,8.71151979
Caqueta,2018,mujeres,59.952023999999994,0.0,8.661408,137.882,77.929976,51.290616,3.893094,197.997,69.638428865,43.480674976,14.447232492,37.198920774,6.493682884
Caqueta,2018,total,175.010714,0.0,16.500925,278.087,103.076286,158.50978899999998,13.916455,401.774,69.21478244,62.933799047,9.428522535,57.000071622,7.951773092
Caqueta,2019,hombres,112.32012300000001,0.0,10.025681,142.215,29.894877,102.29444199999999,11.127538000000001,205.428,69.22863485,78.97909713,8.925988343,71.929432127,9.906985488
Caqueta,2019,mujeres,60.558819,0.0,10.501528,140.562,80.003181,50.05729,4.839848,200.536,70.093150357,43.0833501,17.341039206,35.612249468,7.991978874
Caqueta,2019,total,172.87894200000002,0.0,20.52721,282.777,109.898058,152.351732,15.967386000000001,405.964,69.655683755,61.136139626,11.873747821,53.87698858,9.236166144
Caqueta,2020,hombres,114.053065,0.0,16.897907,144.339,30.285935000000002,97.155158,0.0,207.231,69.65125874,79.017497141,14.815828817,67.310400029,0.0
Caqueta,2020,mujeres,61.109709,0.0,15.532888000000002,143.32,82.210291,45.576821,0.0,203.159,70.545730192,42.638646795,25.418036212,31.800740112,0.0
Caqueta,2020,total,175.162774,0.0,32.430794999999996,287.659,112.496226,142.731979,0.0,410.39,70.094056873,60.892505983,18.514661567,49.61846458,0.0
Caqueta,2021,hombres,112.442,1.744,11.113,146.498,34.056,101.329,8.31,209.062,70.073973212,76.753214598,9.883402635,69.167385364,7.39053851
Caqueta,2021,mujeres,57.527,4.257,10.306,146.085,88.559,47.221,4.849,205.737,71.00599026,39.37869638,17.914534058,32.324186406,8.4295091
Caqueta,2021,total,169.969,6.001,21.419,292.584,122.615,148.55,13.159,414.799,70.536245775,58.092317755,12.601570493,50.771773382,7.742182171
Caqueta,2022,hombres,117.374,2.573,10.366,148.659,31.285,107.008,10.176,210.927,70.479011729,78.95504292,8.831826132,71.981870806,8.669811822
Caqueta,2022,mujeres,68.512,5.67,10.428,148.841,80.329,58.083,6.092,208.297,71.456199126,46.030061607,15.220939502,39.023853777,8.89161813
Caqueta,2022,total,185.886,8.244,20.794,297.501,111.615,165.091,16.268,419.224,70.964539656,62.482508778,11.18665077,55.492808729,8.751562595
Caqueta,2023,hombres,119.647,3.072,9.266,150.896,31.25,110.381,10.74,212.909,70.873528766,79.290734866,7.744670618,73.14992862,8.976024823
Caqueta,2023,mujeres,66.149,6.687,11.129,151.634,85.485,55.019,5.518,210.907,71.896156196,43.623904907,16.824951801,36.284203933,8.341687388
Caqueta,2023,total,185.795,9.759,20.396,302.53,116.735,165.4,16.257,423.816,71.382426057,61.413860786,10.977512805,54.672146354,8.750182387
Caqueta,2024,hombres,120.526,3.924,13.236,153.645,33.12,107.29,13.284,214.871,71.505782731,78.444110947,10.981611157,69.829683707,11.021880419
Caqueta,2024,mujeres,69.24,8.896,13.123,154.974,85.735,56.117,6.903,213.471,72.597409796,44.678035471,18.952915847,36.210245006,9.970237865
Caqueta,2024,total,189.765,12.821,26.359,308.62,118.854,163.407,20.188,428.342,72.049812212,61.488361151,13.890097124,52.947568067,10.638168125
Caqueta,2025,hombres,118.465,2.468,8.008,156.027,37.562,110.457,12.064,216.855,71.949898895,75.92619521,6.76018907,70.79344086,10.183766646
Caqueta,2025,mujeres,64.733,4.697,11.109,157.888,93.155,53.624,5.994,216.008,73.093758319,40.999137302,17.161375541,33.963121381,9.259658279
Caqueta,2025,total,183.198,7.165,19.117,313.915,130.717,164.08,18.058,432.862,72.520709048,58.359126905,10.435432421,52.269099655,9.857234366
Caqueta,2026,hombres,116.40400000000001,1.012,2.7799999999999976,158.40899999999996,42.004,113.62399999999998,10.844,218.83899999999997,72.39401505900001,73.40827947300001,2.5387669830000004,71.75719801300001,9.345652873
Caqueta,2026,mujeres,60.22600000000001,0.49799999999999933,9.095,160.80200000000002,100.575,51.13100000000001,5.085,218.54500000000002,73.59010684200001,37.320239133,15.369835235000004,31.715997756,8.549078693
Caqueta,2026,total,176.63100000000003,1.5090000000000003,11.875,319.21000000000004,142.58000000000004,164.75300000000001,15.928,437.38200000000006,72.991605884,55.229892658999994,6.980767717999999,51.590631243,9.076300607
Cauca,2007,hombres,354.22611,0.0,23.186622,439.03,84.80389,331.039488,26.151182000000002,640.241,68.572615624,80.683805183,6.545712223,75.402475485,7.38262407
Cauca,2007,mujeres,215.78216500000002,0.0,30.354472,452.054,236.27183499999998,185.427693,19.522588,647.223,69.845169285,47.733714337,14.067182917,41.018925428,9.047359634
Cauca,2007,total,570.008275,0.0,53.541093999999994,891.084,321.075725,516.467181,45.673771,1287.464,69.212343025,63.967962044,9.393037958,57.959427088,8.012825876
Cauca,2008,hombres,359.84284,0.0,23.698397,454.212,94.36916000000001,336.144443,41.99287,658.722,68.953519087,79.223543275,6.585763096,74.006068399,11.669780635
Cauca,2008,mujeres,201.94685099999998,0.0,36.570581,468.117,266.170149,165.37626999999998,21.237724,665.917,70.296598525,43.140251371,18.109012799,35.327977728,10.516491889
Cauca,2008,total,561.789691,0.0,60.268978000000004,922.329,360.539309,501.520713,63.230593999999996,1324.639,69.628706387,60.909902095,10.728032032,54.375468287,11.255207293
Cauca,2009,hombres,372.906953,0.0,26.323957,462.462,89.555047,346.582997,44.252002,665.502,69.490700253,80.635155575,7.059121954,74.943021605,11.86676772
Cauca,2009,mujeres,217.826611,0.0,35.780502999999996,477.247,259.420389,182.046108,25.463239,673.045,70.908631667,45.642321642,16.426139633,38.145050158,11.68968236
Cauca,2009,total,590.733564,0.0,62.104459999999996,939.709,348.975436,528.6291040000001,69.71524099999999,1338.547,70.203661134,62.863457085,10.513108384,56.254553708,11.801469409
Cauca,2010,hombres,381.21235600000006,0.0,26.609558,470.827,89.614644,354.602798,42.050452,672.225,70.040090743,80.96654517,6.980245379,75.314881643,11.030715816
Cauca,2010,mujeres,213.337916,0.0,37.123377,486.522,273.184084,176.214539,26.57996,680.228,71.523371575,43.849592749,17.401209172,36.219233394,12.45908864
Cauca,2010,total,594.550271,0.0,63.732935,957.349,362.798729,530.817336,68.63041199999999,1352.453,70.786119739,62.103817026,10.719519923,55.446585987,11.543247886
Cauca,2011,hombres,388.09954700000003,0.0,28.440137999999997,479.302,91.20245299999999,359.659409,46.307468,678.894,70.600417738,80.971818793,7.328052243,75.03816161,11.931853119
Cauca,2011,mujeres,220.703494,0.0,41.171628,495.794,275.090506,179.531867,24.128412,687.36,72.130179236,44.515160367,18.654723977,36.210980073,10.932501255
Cauca,2011,total,608.803041,0.0,69.611765,975.096,366.292959,539.1912759999999,70.43588000000001,1366.254,71.370038075,62.435190084,11.434201293,55.296224772,11.569567727
Cauca,2012,hombres,387.44320400000004,0.0,27.593460999999998,487.776,100.332796,359.849743,51.278938000000004,685.418,71.164749102,79.430559025,7.121936996,73.773564656,13.235214246
Cauca,2012,mujeres,234.78717600000002,0.0,44.839614999999995,504.981,270.193824,189.94756099999998,26.270218,694.335,72.728726047,46.494259383,19.097983112,37.614793578,11.1889493
Cauca,2012,total,622.23038,0.0,72.433076,992.757,370.52662,549.7973029999999,77.549156,1379.753,71.951791371,62.677007522,11.640877471,55.380853874,12.463093848
Cauca,2013,hombres,387.828038,0.0,27.567275000000002,496.182,108.353962,360.260763,61.827594,691.762,71.727270362,78.162456033,7.108118035,72.606576399,15.942012501
Cauca,2013,mujeres,237.987999,0.0,43.268515,514.036,276.048001,194.719484,32.357845000000005,701.199,73.308147901,46.297924446,18.180965093,37.880514963,13.596418586
Cauca,2013,total,625.8160359999999,0.0,70.83578999999999,1010.218,384.40196399999996,554.980247,94.185439,1392.961,72.523064178,61.948612725,11.318947672,54.936681667,15.050020015
Cauca,2014,hombres,400.36765,0.0,25.285943,504.53,104.16235,375.081707,72.85825100000001,698.071,72.274883214,79.354577555,6.315680782,74.342795751,18.197836732
Cauca,2014,mujeres,251.14102799999998,0.0,45.527112,523.083,271.941972,205.613916,37.850992,708.158,73.865295598,48.011697582,18.128106061,39.308086122,15.07160809
Cauca,2014,total,651.5086779999999,0.0,70.81305499999999,1027.613,376.10432199999997,580.695624,110.709243,1406.229,73.075793487,63.400198148,10.869088476,56.509174517,16.99275029
Cauca,2015,hombres,409.972762,0.0,22.763238,512.885,102.912238,387.209524,74.992687,704.487,72.802620914,79.934636749,5.552378094,75.496363489,18.292114621
Cauca,2015,mujeres,262.600278,0.0,46.138773,532.181,269.58072200000004,216.46150500000002,38.235786,715.344,74.395116196,49.344166361,17.569963669,40.674414259,14.56045147
Cauca,2015,total,672.57304,0.0,68.902011,1045.066,372.49296000000004,603.6710280000001,113.228474,1419.831,73.60495721,64.356991776,10.244539579,57.763914282,16.835119286
Cauca,2016,hombres,411.334929,0.0,19.925093,521.242,109.907071,391.409836,59.919703999999996,711.091,73.301729315,78.91438698,4.844007064,75.091768499,14.567132439
Cauca,2016,mujeres,270.763175,0.0,35.068464999999996,541.291,270.527825,235.69471,36.196726999999996,722.826,74.885380437,50.021739686,12.951711314,43.543068368,13.368408399
Cauca,2016,total,682.098104,0.0,54.993558,1062.533,380.434896,627.104546,96.11643099999999,1433.917,74.100035079,64.195474771,8.062411765,59.01977126,14.091291317
Cauca,2017,hombres,422.260473,0.0,17.241177,529.431,107.170527,405.019296,52.635191,717.819,73.755501039,79.757413673,4.083066698,76.500865276,12.465100099
Cauca,2017,mujeres,271.084468,0.0,38.767286,550.266,279.181532,232.317182,30.911899000000002,730.486,75.328753734,49.264259189,14.300814192,42.219069019,11.403050626
Cauca,2017,total,693.344941,0.0,56.008463000000006,1079.697,386.352059,637.336478,83.54709,1448.305,74.549007288,64.216622001,8.078008442,59.029197855,12.049859286
Cauca,2018,hombres,432.98044699999997,0.0,19.295450000000002,537.664,104.683553,413.68499699999995,67.963594,725.029,74.157585421,80.529930803,4.456425229,76.941174649,15.696688923
Cauca,2018,mujeres,280.888464,0.0,45.024477,559.494,278.60553600000003,235.86398699999998,42.12357,738.92,75.717804363,50.204017257,16.029307939,42.156660733,14.996546734
Cauca,2018,total,713.8689109999999,0.0,64.319927,1097.158,383.289089,649.548985,110.087164,1463.949,74.945097131,65.06527879,9.01004733,59.202866376,15.42120156
Cauca,2019,hombres,424.632041,0.0,26.51386,545.092,120.459959,398.118181,69.81093,731.468,74.520279766,77.9009857,6.243961204,73.036878375,16.44033495
Cauca,2019,mujeres,264.208603,0.0,45.348042,567.793,303.584397,218.860561,39.427902,746.45,76.065778016,46.532557211,17.163726386,38.545836411,14.923019648
Cauca,2019,total,688.840644,0.0,71.861902,1112.885,424.04435600000005,616.978742,109.23883199999999,1477.918,75.300862429,61.896839614,10.432296962,55.439577495,15.858360354
Cauca,2020,hombres,409.191875,0.0,34.881702,552.175,142.983125,374.310173,0.0,737.692,74.851699625,74.105469246,8.524534277,67.78832312,0.0
Cauca,2020,mujeres,248.696403,0.0,59.961244,575.771,327.074597,188.735159,0.0,753.778,76.384691514,43.193631277,24.110217743,32.779552725,0.0
Cauca,2020,total,657.888278,0.0,94.842946,1127.946,470.057722,563.045332,0.0,1491.47,75.626462483,58.326221073,14.416269309,49.917755966,0.0
Cauca,2021,hombres,442.823,14.964,40.226,558.689,115.867,402.597,45.381,743.19,75.174534893,79.26098023,9.083961845,72.060943028,10.2480577
Cauca,2021,mujeres,266.456,61.45,50.139,583.221,316.765,216.317,29.011,760.417,76.697514882,45.686917011,18.816937801,37.090038254,10.887669623
Cauca,2021,total,709.278,76.414,90.365,1141.91,432.632,618.914,74.392,1503.606,75.944749498,62.113315063,12.740363402,54.199853003,10.488341662
Cauca,2022,hombres,455.668,14.405,24.906,564.943,109.276,430.762,54.802,748.62,75.464685836,80.657266373,5.465816978,76.248687813,12.026830371
Cauca,2022,mujeres,295.993,62.069,40.504,590.449,294.456,255.489,39.981,766.992,76.982444726,50.130140082,13.684077152,43.270293037,13.507486543
Cauca,2022,total,751.661,76.474,65.41,1155.392,403.732,686.251,94.784,1515.611,76.232764381,65.056756164,8.702046222,59.395487172,12.609890861
Cauca,2023,hombres,458.274,11.698,19.227,571.137,112.863,439.047,55.447,754.056,75.741920696,80.238890229,4.195504346,76.872464102,12.099196927
Cauca,2023,mujeres,307.226,44.127,38.464,597.598,290.372,268.762,44.892,773.513,77.257624494,51.410169433,12.519908031,44.973663501,14.611887189
Cauca,2023,total,765.5,55.826,57.691,1168.735,403.235,707.809,100.339,1527.569,76.509425404,65.498177212,7.536424321,60.561956655,13.107641184
Cauca,2024,hombres,471.806,15.767,21.66,576.418,104.611,450.146,62.561,759.554,75.888912063,81.851487208,4.590966733,78.09371266,13.259809467
Cauca,2024,mujeres,354.998,56.606,46.205,603.612,248.614,308.793,47.877,780.104,77.375875979,58.812291938,13.015574101,51.157534501,13.486524166
Cauca,2024,total,826.804,72.373,67.866,1180.029,353.225,758.939,110.438,1539.658,76.642316922,70.066415042,8.20816919,64.31524515,13.357152041
Cauca,2025,hombres,473.077,14.32,19.217,582.375,109.298,453.861,39.33,765.043,76.123130702,81.232444914,4.062026685,77.932761324,8.313686557
Cauca,2025,mujeres,317.23,67.779,33.289,610.525,293.295,283.94,29.647,786.659,77.609854678,51.960207226,10.493768735,46.507623246,9.345437077
Cauca,2025,total,790.307,82.1,52.506,1192.9,402.592,737.801,68.977,1551.702,76.876847702,66.250948594,6.643731953,61.849413153,8.727831859
Cauca,2026,hombres,474.348,12.873000000000001,16.773999999999997,588.332,113.985,457.57599999999996,16.098999999999997,770.532,76.35734934099999,80.61340262,3.5330866370000003,77.771809988,3.3675636470000008
Cauca,2026,mujeres,279.46200000000005,78.952,20.373000000000005,617.438,337.976,259.087,11.416999999999994,793.2139999999999,77.84383337700001,45.108122514,7.971963368999999,41.857711991,5.204349987999999
Cauca,2026,total,753.8100000000001,91.82699999999998,37.146,1205.7710000000002,451.95899999999995,716.6630000000001,27.516000000000005,1563.746,77.111378482,62.435482145999984,5.079294716,59.383581156000005,4.098511676999999
Cesar,2007,hombres,242.58614799999998,0.0,28.775775000000003,313.519,70.932852,213.810373,25.363872999999998,484.355,64.729175914,77.375262025,11.862084878,68.196942769,10.455614679
Cesar,2007,mujeres,128.948174,0.0,26.238285,326.82,197.871826,102.70988899999999,11.436791999999999,493.547,66.218617477,39.455411015,20.347930865,31.427051259,8.869293694
Cesar,2007,total,371.534322,0.0,55.01406,640.339,268.804678,316.520262,36.800665,977.902,65.480896859,58.021504551,14.807261898,49.430108415,9.905051291
Cesar,2008,hombres,241.599112,0.0,30.561623,320.467,78.86788800000001,211.037489,18.396699,492.468,65.073669761,75.38970061,12.649724855,65.853110914,7.614555663
Cesar,2008,mujeres,133.883422,0.0,24.416464,334.163,200.27957800000001,109.466958,9.537106,501.204,66.672053695,40.065303921,18.237107535,32.758551361,7.123440709
Cesar,2008,total,375.482533,0.0,54.978086000000005,654.63,279.147467,320.50444699999997,27.933805,993.672,65.879887931,57.357978308,14.641982401,48.959633218,7.439441924
Cesar,2009,hombres,261.857388,0.0,23.352596000000002,327.574,65.716612,238.50479199999998,20.690465,500.805,65.40949072,79.938391937,8.918058933,72.809439034,7.901424932
Cesar,2009,mujeres,151.931177,0.0,22.203032999999998,341.613,189.681823,129.728145,10.033251,509.147,67.095161122,44.474647396,14.61387519,37.975177934,6.603812944
Cesar,2009,total,413.788565,0.0,45.555629,669.187,255.398435,368.232936,30.723716,1009.952,66.25928757,61.834519381,11.009397703,55.026911225,7.424979391
Cesar,2010,hombres,268.890892,0.0,23.651329,334.787,65.896108,245.239563,32.893662,509.278,65.737573585,80.317005185,8.795883177,73.252415238,12.233089063
Cesar,2010,mujeres,163.569814,0.0,24.347827000000002,349.137,185.567186,139.22198699999998,15.439852,517.253,67.498303538,46.849750665,14.885281604,39.876033348,9.439304076
Cesar,2010,total,432.460706,0.0,47.999156,683.924,251.463294,384.46155,48.333514,1026.531,66.624778014,63.232275242,11.099079175,56.214074949,11.176394468
Cesar,2011,hombres,272.40949800000004,0.0,21.610388999999998,342.053,69.643502,250.79910999999998,26.529849,517.775,66.062092608,79.639558226,7.933052525,73.321710241,9.738959014
Cesar,2011,mujeres,157.380137,0.0,24.914652999999998,356.626,199.245863,132.465484,12.847161,525.373,67.880534401,44.130303642,15.830875127,37.144090379,8.163140284
Cesar,2011,total,429.78963500000003,0.0,46.525040999999995,698.679,268.889365,383.264593,39.377010999999996,1043.148,66.977936017,61.514606101,10.825072946,54.855605119,9.161926562
Cesar,2012,hombres,277.917635,0.0,20.284503,349.486,71.568365,257.633132,24.370514,526.346,66.398528724,79.521821986,7.298746122,73.717726088,8.768969906
Cesar,2012,mujeres,171.76850399999998,0.0,23.61885,364.296,192.527496,148.149654,13.193224,533.68,68.261130265,47.15080693,13.750396167,40.667384181,7.680816621
Cesar,2012,total,449.68613799999997,0.0,43.903352,713.782,264.095862,405.78278600000004,37.563738,1060.026,67.336272884,63.00048732,9.763109996,56.849680445,8.353323424
Cesar,2013,hombres,277.481154,0.0,16.832175,357.196,79.71484600000001,260.648979,16.82448,535.129,66.749512734,77.683163885,6.066060494,72.970856171,6.063287325
Cesar,2013,mujeres,168.69800700000002,0.0,22.617745,372.285,203.58699299999998,146.08026199999998,9.030935,542.286,68.651043914,45.314210188,13.407239019,39.238825719,5.353314606
Cesar,2013,total,446.179161,0.0,39.44992,729.481,283.301839,406.729242,25.855415,1077.415,67.706594024,61.16391811,8.841721699,55.755974691,5.794850353
Cesar,2014,hombres,281.479126,0.0,21.569464,365.176,83.696874,259.909662,15.243027,544.12,67.113136808,77.080401184,7.662900138,71.173807016,5.415331327
Cesar,2014,mujeres,171.561157,0.0,23.766446,380.424,208.862843,147.794711,9.114734,551.022,69.039711663,45.097353763,13.853045848,38.84999667,5.312818981
Cesar,2014,total,453.040283,0.0,45.335910000000005,745.6,292.559717,407.70437300000003,24.357761,1095.142,68.082495238,60.761840519,10.007037294,54.681380477,5.376511077
Cesar,2015,hombres,288.141794,0.0,18.187941,373.43,85.288206,269.953853,14.397034,553.361,67.483975199,77.160858537,6.312149571,72.290349736,4.996510155
Cesar,2015,mujeres,182.348959,0.0,25.697412,388.99,206.641041,156.651547,8.350922,560.261,69.430140595,46.877544257,14.092436912,40.271355907,4.579637782
Cesar,2015,total,470.49075300000004,0.0,43.885353,762.42,291.929247,426.60540000000003,22.747956,1113.622,68.463087116,61.71017988,9.327569725,55.954119824,4.834942169
Cesar,2016,hombres,293.13235399999996,0.0,25.93585,382.662,89.529646,267.196504,26.921285,563.855,67.865319985,76.60346573,8.847829322,69.825721827,9.184003237
Cesar,2016,mujeres,183.206859,0.0,30.921806,399.184,215.97714100000002,152.285053,13.338334000000001,571.648,69.830385132,45.89534124,16.878083298,38.149087315,7.280477384
Cesar,2016,total,476.339213,0.0,56.857656999999996,781.846,305.50678700000003,419.48155599999996,40.259619,1135.503,68.854595717,60.924940846,11.936379598,53.652708637,8.451880029
Cesar,2017,hombres,304.206489,0.0,23.817176,393.403,89.196511,280.389314,35.456839,576.361,68.256353223,77.326936874,7.829279372,71.272794957,11.655516943
Cesar,2017,mujeres,207.47393599999998,0.0,34.493899,410.867,203.393064,172.980037,18.934427,584.983,70.235716252,50.496617233,16.625654307,42.101224215,9.126171577
